"","term","taxon","rank","formula","estimate","std.error","statistic","p.value","p.adj.BY.rank","avg_abundance_SAM","avg_abundance_Stunting","prevalence_SAM","prevalence_Stunting"
"42","mal.typeStunting","Acidaminococcales","Order","`Acidaminococcales`~mal.type",-0.332046837927018,0.161811941039847,-2.0520539818829,0.0436548344386775,0.817195872287492,2.7981393488112e-05,0,0.0833333333333333,0
"43","mal.typeStunting","Erysipelotrichales","Order","`Erysipelotrichales`~mal.type",0.460328296479775,0.468824106541631,0.981878470105714,0.329316566149393,1,8.33304703435765e-05,0.000105022765211671,0.125,0.245283018867925
"44","mal.typeStunting","Acholeplasmatales","Order","`Acholeplasmatales`~mal.type",0.0928011286766229,0.138408907333303,0.670485234401483,0.504607959727008,1,0,8.47750071310741e-06,0,0.0188679245283019
"45","mal.typeStunting","Mycoplasmatales","Order","`Mycoplasmatales`~mal.type",0.109423165912789,0.451383043299229,0.242417537692595,0.809118335420709,1,0.000362383702038323,0.000109020934455625,0.0833333333333333,0.169811320754717
"46","mal.typeStunting","Lactobacillales","Order","`Lactobacillales`~mal.type",0.323449233527672,0.22901696625981,1.41233742988601,0.161986687980747,1,0.689362676094248,0.746178526459372,1,1
"47","mal.typeStunting","Peptostreptococcales-Tissierellales","Order","`Peptostreptococcales-Tissierellales`~mal.type",3.64237524026695,0.920459027269035,3.9571291413956,0.000170765996160876,0.00479497639782908,0.00321601945404773,0.00792371481784541,0.458333333333333,0.811320754716981
"48","mal.typeStunting","Staphylococcales","Order","`Staphylococcales`~mal.type",5.1286206784611,0.742822887733447,6.90423082426808,1.40301382805757e-09,1.31318458057775e-07,0.0230280055336528,0.0691202491783214,0.666666666666667,1
"49","mal.typeStunting","Thermicanales","Order","`Thermicanales`~mal.type",0.111078421847437,0.165668707002312,0.67048523440149,0.504607959727003,1,0,1.65910758814977e-05,0,0.0188679245283019
"50","mal.typeStunting","Paenibacillales","Order","`Paenibacillales`~mal.type",0.132712968633505,0.139418045684866,0.951906677371474,0.344202032703102,1,0,6.63370678604875e-06,0,0.0377358490566038
"51","mal.typeStunting","Bacillales","Order","`Bacillales`~mal.type",-0.0454560302033261,0.477068539128161,-0.0952819699374783,0.924344985407723,1,0.000204239828798747,0.000591747230720459,0.0833333333333333,0.0754716981132075
"52","mal.typeStunting","Lachnospirales","Order","`Lachnospirales`~mal.type",4.39977656344326,0.677256582335084,6.49646925286937,8.02936829675207e-09,5.6364604689994e-07,0.00408758047895717,0.0156971710035509,0.666666666666667,1
"53","mal.typeStunting","Christensenellales","Order","`Christensenellales`~mal.type",0.0324560996043278,0.0484068819700446,0.670485234401431,0.50460795972704,1,0,9.23607926587948e-07,0,0.0188679245283019
"54","mal.typeStunting","Oscillospirales","Order","`Oscillospirales`~mal.type",-2.92534178736971,0.634310059183604,-4.61184833034936,1.60995313725397e-05,0.000637002066685558,0.00633247644763194,9.43468983917112e-05,0.541666666666667,0.0754716981132075
"55","mal.typeStunting","Clostridiales","Order","`Clostridiales`~mal.type",0.292619726203639,0.294009064547385,0.9952745050705,0.322803075257078,1,0,0.000219125879651304,0,0.0566037735849057
"56","mal.typeStunting","Fusobacteriales","Order","`Fusobacteriales`~mal.type",4.11421568567019,0.898338426387473,4.57980596712851,1.8148709557502e-05,0.000637002066685558,0.0104982355366656,0.0135027094800253,0.458333333333333,0.943396226415094
"57","mal.typeStunting","Spirochaetales","Order","`Spirochaetales`~mal.type",-0.0498993418831166,0.311398120038884,-0.160242913081446,0.87312053395664,1,0.00012276881031685,2.38481737508836e-05,0.0416666666666667,0.0566037735849057
"58","mal.typeStunting","Peptococcales","Order","`Peptococcales`~mal.type",1.09919084261992,0.499620513049013,2.20005146688621,0.0308830862798495,0.64241039727754,1.18358107819692e-05,0.000257951697681453,0.0833333333333333,0.283018867924528
"59","mal.typeStunting","Eubacteriales","Order","`Eubacteriales`~mal.type",-0.217868622725104,0.145423770963859,-1.49816375466738,0.138287979072544,1,2.32149791487278e-05,0,0.0416666666666667,0
"60","mal.typeStunting","Deinococcales","Order","`Deinococcales`~mal.type",-0.136519195788302,0.0911243482983679,-1.49816375466739,0.138287979072542,1,5.99848358335013e-06,0,0.0416666666666667,0
